,ID,Sobrevivente,Classe,Sexo,Idade,Irmãos e Esposos,Pais e Filhos,Bilhete,Tarifa,Cabine,Local de Embarque,Nome,Sobrenome
877,878,0,3,masculino,19.0,0,0,349212,7.8958,,Southampton, Nedelio,Petroff
878,879,0,3,masculino,,0,0,349217,7.8958,,Southampton, Kristo,Laleff
879,880,1,1,feminino,56.0,0,1,11767,83.1583,C50,Cherbourg,Lily Alexenia,Wilson
880,881,1,2,feminino,25.0,0,1,230433,26.0,,Southampton,Imanita Parrish,Hall
881,882,0,3,masculino,33.0,0,0,349257,7.8958,,Southampton, Johann,Markun
882,883,0,3,feminino,22.0,0,0,7552,10.5167,,Southampton, Gerda Ulrika,Dahlberg
883,884,0,2,masculino,28.0,0,0,C.A./SOTON 34068,10.5,,Southampton, Frederick James,Banfield
884,885,0,3,masculino,25.0,0,0,SOTON/OQ 392076,7.05,,Southampton, Henry Jr,Sutehall
885,886,0,3,feminino,39.0,0,5,382652,29.125,,Queenstown,Margaret,Norton
886,887,0,2,masculino,27.0,0,0,211536,13.0,,Southampton, Juozas,Montvila
887,888,1,1,feminino,19.0,0,0,112053,30.0,B42,Southampton, Margaret Edith,Graham
888,889,0,3,feminino,,1,2,W./C. 6607,23.45,,Southampton," Catherine Helen ""Carrie""",Johnston
889,890,1,1,masculino,26.0,0,0,111369,30.0,C148,Cherbourg, Karl Howell,Behr
890,891,0,3,masculino,32.0,0,0,370376,7.75,,Queenstown, Patrick,Dooley
